Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.T7,CQ.Pz,CQ.T8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.T7,EQ.Pz,EQ.T8,EQ.AF4,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ,PM.Attention.IsActive,PM.Attention.Scaled,PM.Attention.Raw,PM.Attention.Min,PM.Attention.Max,PM.Engagement.IsActive,PM.Engagement.Scaled,PM.Engagement.Raw,PM.Engagement.Min,PM.Engagement.Max,PM.Excitement.IsActive,PM.Excitement.Scaled,PM.Excitement.Raw,PM.Excitement.Min,PM.Excitement.Max,PM.LongTermExcitement,PM.Stress.IsActive,PM.Stress.Scaled,PM.Stress.Raw,PM.Stress.Min,PM.Stress.Max,PM.Relaxation.IsActive,PM.Relaxation.Scaled,PM.Relaxation.Raw,PM.Relaxation.Min,PM.Relaxation.Max,PM.Interest.IsActive,PM.Interest.Scaled,PM.Interest.Raw,PM.Interest.Min,PM.Interest.Max,PM.Focus.IsActive,PM.Focus.Scaled,PM.Focus.Raw,PM.Focus.Min,PM.Focus.Max,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,RelativeTimestamp
1736158254.186506,51.0,0.0,4232.05127,4392.436035,4021.025635,4192.692383,4290.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.468299150466919
1736158254.194221,52.0,0.0,4235.128418,4392.05127,4017.307617,4190.384766,4286.410156,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,13.0,0.0,0.021967,0.675781,0.133667,-0.724548,0.984756,0.167361,-0.046754,-0.005446,-0.006678,-0.008213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4760141372680664
1736158254.202036,53.0,0.0,4241.922852,4397.05127,4011.281982,4193.717773,4290.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4838290214538574
1736158254.209851,54.0,0.0,4231.794922,4389.230957,3998.333252,4187.436035,4287.94873,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4916441440582275
1736158254.217666,55.0,0.0,4233.205078,4393.333496,4007.692383,4190.641113,4290.897461,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4994590282440186
1736158254.225381,56.0,0.0,4244.743652,4412.307617,4027.564209,4205.0,4301.666504,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,14.0,0.0,0.021831,0.67572,0.133667,-0.724609,0.983291,0.163455,-0.042359,-0.005475,-0.006755,-0.008332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.507174015045166
1736158254.233196,57.0,0.0,4233.205078,4409.230957,4018.076904,4199.871582,4295.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5149891376495361
1736158254.24101,58.0,0.0,4217.436035,4393.589844,4006.025635,4188.077148,4285.384766,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.221345,0.857007,1.217006,0.786786,0.889615,1.70677,0.639618,0.963436,0.491911,0.784377,1.154782,0.8839,0.961947,0.743634,0.713647,0.722187,1.160353,1.580166,0.869038,0.880463,1.367533,1.390788,1.223445,0.641714,0.753861,1.5228030681610107
1736158254.248825,59.0,0.0,4225.641113,4401.794922,4019.871826,4200.512695,4297.692383,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5306181907653809
1736158254.25654,60.0,0.0,4232.436035,4416.538574,4023.589844,4213.589844,4308.589844,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,15.0,0.0,0.021048,0.675781,0.133484,-0.724609,0.983291,0.163455,-0.042359,-0.005502,-0.006824,-0.008439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5383331775665283
1736158254.264355,61.0,0.0,4221.666504,4409.615234,4008.846191,4203.333496,4295.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5461480617523193
1736158254.27217,62.0,0.0,4217.436035,4400.512695,4006.281982,4194.615234,4283.974121,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5539631843566895
1736158254.279985,63.0,0.0,4222.436035,4406.410156,4006.410156,4199.230957,4287.179688,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5617780685424805
1736158254.2877,64.0,0.0,4219.615234,4411.410156,4000.256348,4198.846191,4288.461426,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,16.0,0.0,0.021978,0.676025,0.133423,-0.724365,0.984268,0.158083,-0.038453,-0.005452,-0.006837,-0.008547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569493055343628
1736158254.295515,65.0,0.0,4212.05127,4404.487305,4006.538574,4190.769043,4282.307617,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.577308177947998
1736158254.30333,66.0,0.0,4207.436035,4393.974121,4013.974365,4185.128418,4276.794922,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585123062133789
1736158254.311145,67.0,0.0,4207.436035,4394.102539,4010.128174,4186.794922,4279.358887,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5929381847381592
1736158254.31886,68.0,0.0,4214.230957,4406.794922,4016.025635,4196.153809,4289.743652,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,17.0,0.0,0.022111,0.676086,0.133423,-0.724304,0.991104,0.167849,-0.045777,-0.005419,-0.006862,-0.008486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6006531715393066
1736158254.326675,69.0,0.0,4216.538574,4411.282227,4025.384521,4202.179688,4291.922852,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6084680557250977
1736158254.334489,70.0,0.0,4208.589844,4402.436035,4020.0,4199.615234,4284.230957,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6162822246551514
1736158254.342304,71.0,0.0,4205.641113,4402.436035,4018.205078,4197.307617,4285.128418,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6240971088409424
1736158254.350019,72.0,0.0,4209.102539,4409.743652,4026.538574,4194.743652,4291.410156,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,18.0,0.0,0.022988,0.676086,0.133606,-0.724243,0.991104,0.167849,-0.045777,-0.00539,-0.006883,-0.008431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6318120956420898
1736158254.357834,73.0,0.0,4211.153809,4413.461426,4030.128174,4193.717773,4293.333496,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63962721824646
1736158254.365649,74.0,0.0,4218.589844,4424.358887,4034.743652,4203.333496,4300.641113,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.835373,0.741535,0.96012,0.874276,0.886184,1.53607,0.478153,0.820595,0.527325,0.844464,1.2589,0.714291,0.867904,0.787796,0.74662,0.831568,1.092461,1.553311,0.854961,0.884536,1.203275,1.188765,1.000389,0.62762,0.759248,1.647442102432251
1736158254.373464,75.0,0.0,4222.179688,4430.0,4039.358887,4209.615234,4306.538574,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.655257225036621
1736158254.381379,76.0,0.0,4211.410156,4415.384766,4033.846191,4203.846191,4301.666504,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,19.0,0.0,0.021978,0.676025,0.133423,-0.724365,0.973526,0.154665,-0.051637,-0.005205,-0.006781,-0.008381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6631720066070557
1736158254.389194,77.0,0.0,4201.922852,4405.897461,4031.153809,4202.692383,4300.256348,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6709871292114258
1736158254.397008,78.0,0.0,4197.05127,4408.717773,4033.718018,4201.666504,4299.102539,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6788010597229004
1736158254.404823,79.0,0.0,4197.692383,4412.05127,4033.846191,4196.794922,4294.102539,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6866161823272705
1736158254.412538,80.0,0.0,4214.743652,4425.128418,4041.666748,4207.307617,4303.589844,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,20.0,0.0,0.022267,0.676086,0.133728,-0.724243,0.973526,0.154665,-0.051637,-0.005039,-0.006689,-0.008336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.694331169128418
1736158254.420353,81.0,0.0,4216.538574,4427.692383,4045.384521,4212.692383,4305.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.702146053314209
1736158254.428168,82.0,0.0,4191.410156,4408.333496,4030.641113,4195.0,4283.717773,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.709961175918579
1736158254.435983,83.0,0.0,4192.692383,4412.179688,4023.718018,4192.692383,4284.871582,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7177760601043701
1736158254.443698,84.0,0.0,4209.487305,4426.922852,4023.461426,4200.897461,4303.333496,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,21.0,0.0,0.023115,0.676147,0.133606,-0.724182,0.976455,0.171756,-0.036988,-0.005072,-0.006716,-0.008308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7254910469055176
1736158254.451513,85.0,0.0,4196.282227,4412.307617,4013.205078,4187.436035,4292.307617,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7333061695098877
1736158254.459328,86.0,0.0,4195.641113,4413.717773,4025.769287,4190.256348,4291.025879,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7411210536956787
1736158254.467143,87.0,0.0,4211.410156,4434.102539,4051.794922,4211.922852,4312.692383,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7489361763000488
1736158254.475057,88.0,0.0,4189.102539,4414.487305,4038.589844,4199.615234,4300.0,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,22.0,0.0,0.022736,0.676208,0.133362,-0.724182,0.978897,0.158572,-0.051148,-0.005065,-0.00674,-0.008283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.756850004196167
1736158254.482872,89.0,0.0,4180.769043,4398.333496,4017.820557,4188.846191,4285.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.764665126800537
1736158254.490687,90.0,0.0,4219.487305,4425.256348,4023.589844,4212.563965,4311.025879,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,1.0,83.333336,4.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,1.0,0.350008,-0.798526,-2.567849,2.827569,1.0,0.461715,-0.106934,-1.130355,1.150585,1.0,0.274131,1.813258,-2.280561,11.791053,0.212366,1.0,0.346487,-0.19829,-0.401918,0.155859,1.0,0.333544,-0.657645,-1.433056,1.207134,1.0,0.433253,-0.366631,-6.434957,7.303833,1.0,0.234082,0.478944,0.428091,0.636535,4.041504,0.791581,0.811771,1.004027,0.858937,1.27782,0.375659,0.736477,0.592227,0.884395,1.374439,0.614779,0.78409,0.82907,0.759857,1.019352,1.052686,1.57138,0.882945,0.88549,1.018568,1.087619,0.911166,0.651412,0.759288,1.7724800109863281
1736158254.498502,91.0,0.0,4221.025879,4430.384766,4015.641113,4214.487305,4315.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7802951335906982
1736158254.506417,92.0,0.0,4197.436035,4415.128418,4007.435791,4201.922852,4301.410156,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,23.0,0.0,0.02258,0.676208,0.133057,-0.724243,0.978897,0.158572,-0.051148,-0.005108,-0.006872,-0.008297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.788210153579712
1736158254.514232,93.0,0.0,4215.128418,4424.871582,4027.435791,4216.794922,4315.769043,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.796025037765503
1736158254.522047,94.0,0.0,4216.153809,4421.025879,4022.820557,4211.538574,4311.794922,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.803840160369873
1736158254.529861,95.0,0.0,4183.333496,4400.0,3996.410156,4183.077148,4281.025879,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8116540908813477
1736158254.537776,96.0,0.0,4195.641113,4410.641113,4011.153809,4196.410156,4293.205078,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,24.0,0.0,0.022679,0.676086,0.132996,-0.724365,0.984268,0.154177,-0.04773,-0.005086,-0.006807,-0.008261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8195691108703613
1736158254.545591,97.0,0.0,4227.307617,4423.846191,4033.846191,4224.102539,4323.974121,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8273842334747314
1736158254.553406,98.0,0.0,4216.153809,4407.563965,4023.974365,4214.230957,4315.512695,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8351991176605225
1736158254.561221,99.0,0.0,4202.05127,4398.717773,4024.487061,4198.205078,4300.641113,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8430140018463135
1736158254.569136,100.0,0.0,4208.717773,4405.897461,4035.384521,4196.666504,4302.436035,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,25.0,0.0,0.021648,0.676025,0.132813,-0.724487,0.975967,0.150271,-0.048219,-0.005138,-0.006944,-0.008204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8509290218353271
1736158254.576951,101.0,0.0,4207.563965,4406.282227,4021.666748,4191.922852,4298.846191,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8587441444396973
1736158254.584765,102.0,0.0,4208.077148,4407.307617,4014.358887,4190.769043,4296.025879,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8665580749511719
1736158254.59258,103.0,0.0,4219.487305,4412.692383,4030.256348,4199.487305,4303.205078,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.874373197555542
1736158254.600495,104.0,0.0,4223.333496,4408.589844,4031.410156,4203.461426,4303.846191,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,26.0,0.0,0.022385,0.676025,0.13269,-0.724487,0.975967,0.150271,-0.048219,-0.005186,-0.007068,-0.008153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8822882175445557
1736158254.60831,105.0,0.0,4221.282227,4397.179688,4016.153809,4196.153809,4291.666504,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8901031017303467
1736158254.616125,106.0,0.0,4224.743652,4396.538574,4017.307617,4192.436035,4282.436035,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.106065,0.972614,0.740601,1.116544,0.803709,1.020147,0.346434,0.702928,0.659874,0.887252,1.469807,0.561435,0.748572,0.857665,0.739495,1.243366,1.0181,1.593502,0.933232,0.871587,0.860156,1.07696,0.91265,0.684412,0.741522,1.8979182243347168
1736158254.62394,107.0,0.0,4235.512695,4412.563965,4033.205078,4208.461426,4292.179688,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9057331085205078
1736158254.631855,108.0,0.0,4244.230957,4420.512695,4031.666748,4220.897461,4303.205078,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,27.0,0.0,0.022481,0.675903,0.132629,-0.724609,0.982315,0.161013,-0.059937,-0.005107,-0.007093,-0.008204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9136481285095215
1736158254.639669,109.0,0.0,4232.94873,4403.974121,4006.025635,4201.153809,4286.025879,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.921462059020996
1736158254.647484,110.0,0.0,4220.769043,4396.794922,3993.718018,4187.94873,4268.205078,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9292771816253662
1736158254.655299,111.0,0.0,4236.922852,4416.025879,4008.718018,4208.461426,4284.615234,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9370920658111572
1736158254.663214,112.0,0.0,4252.436035,4424.615234,4015.128174,4218.077148,4303.717773,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,28.0,0.0,0.022481,0.675903,0.132629,-0.724609,0.988174,0.154177,-0.050172,-0.005158,-0.00708,-0.008275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.945007085800171
1736158254.671029,113.0,0.0,4248.717773,4416.794922,4012.179443,4209.871582,4302.563965,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.952822208404541
1736158254.678844,114.0,0.0,4253.461426,4417.307617,4023.205078,4212.179688,4298.846191,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.960637092590332
1736158254.686659,115.0,0.0,4255.512695,4415.384766,4019.615479,4203.077148,4288.846191,0.0,2.0,44.0,,,,0.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9684522151947021
